# Synthetic prototype data — not real customer bookings. DO NOT insert into public.bookings.
provider_id,date,city,service_id,service_name,booking_count,completed_count,cancelled_count,rejected_count,rating,active_jobs,daily_earnings_proxy
prov-patna-community-event-sound-electrical-setup,2026-08-19,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.97,0,0
prov-patna-moving-heavy-lifting-assistance,2026-08-19,Patna,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.95,0,0
prov-patna-15,2026-08-19,Patna,srv-soc-event-01,Community Event Sound & Electrical Setup,2,2,0,0,5.0,1,3480
prov-vizag-most-01,2026-08-19,Patna,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,1,1,0,0,4.52,0,3163
prov-pune-most-01,2026-08-19,Pune,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.89,0,0
prov-pune-home-chef-meal-preparation,2026-08-19,Pune,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.65,0,511
prov-jaipur-most-01,2026-08-19,Pune,srv-garden-01,Gardening & Balcony Greenery,3,3,0,0,4.74,1,1609
prov-lucknow-society-common-area-sanitization,2026-08-19,Pune,srv-move-01,Moving & Heavy Lifting Assistance,7,4,3,0,3.17,6,3269
prov-pune-11,2026-08-19,Pune,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,5.0,0,1862
prov-pune-carpentry-furniture-assembly,2026-08-19,Pune,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.82,1,3749
prov-siliguri-carpentry-furniture-assembly,2026-08-19,Pune,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.71,1,3658
prov-pune-gardening-balcony-greenery,2026-08-19,Pune,srv-pest-01,Organic Pest Control,1,1,0,0,4.69,0,923
prov-pune-closet-organiser,2026-08-19,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.87,0,0
prov-pune-community-event-sound-electrical-setup,2026-08-19,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.84,0,0
prov-pune-moving-heavy-lifting-assistance,2026-08-19,Pune,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.92,5,472
prov-ahmedabad-wall-painting-waterproofing,2026-08-19,Pune,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,2,0,0,4.55,1,6845
prov-indore-14,2026-08-19,Surat,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.59,0,2033
prov-mumbai-wall-painting-waterproofing,2026-08-19,Surat,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.5,0,2197
prov-patna-society-common-area-sanitization,2026-08-19,Surat,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.49,5,0
prov-pune-most-02,2026-08-19,Surat,srv-pest-01,Organic Pest Control,5,5,0,0,4.54,2,4642
prov-bengaluru-plumbing-repair-leakage-fix,2026-08-19,Surat,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.54,0,493
prov-ahmedabad-car-washing,2026-08-19,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.6,0,1830
prov-patna-most-01,2026-08-19,Surat,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.55,0,0
prov-hyderabad-wall-painting-waterproofing,2026-08-19,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,4.51,0,664
prov-mumbai-society-common-area-sanitization,2026-08-19,Vadodara,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.55,0,0
prov-neha-04,2026-08-19,Vadodara,srv-cook-01,Home Chef & Meal Preparation,1,1,0,0,4.7,0,660
prov-pune-car-washing,2026-08-19,Vadodara,srv-cook-01,Home Chef & Meal Preparation,1,1,0,0,4.56,0,620
prov-pune-organic-pest-control,2026-08-19,Visakhapatnam,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.51,0,0
prov-delhi-wall-painting-waterproofing,2026-08-19,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.66,0,1334
prov-vizag-most-02,2026-08-19,Visakhapatnam,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.88,0,0
prov-mumbai-elder-assistance-companionship,2026-08-19,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.71,0,0
prov-vizag-13,2026-08-19,Visakhapatnam,srv-cook-01,Home Chef & Meal Preparation,1,1,0,0,4.96,0,669
prov-visakhapatnam-home-chef-meal-preparation,2026-08-19,Visakhapatnam,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.7,0,458
prov-mumbai-most-03,2026-08-19,Visakhapatnam,srv-elec-01,Electrical Repair & Wiring,2,2,0,0,4.68,1,863
prov-lucknow-16,2026-08-19,Visakhapatnam,srv-garden-01,Gardening & Balcony Greenery,2,2,0,0,4.74,1,932
prov-siliguri-society-common-area-sanitization,2026-08-19,Visakhapatnam,srv-move-01,Moving & Heavy Lifting Assistance,4,4,0,0,4.59,2,3503
prov-visakhapatnam-carpentry-furniture-assembly,2026-08-19,Visakhapatnam,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.91,1,3742
prov-visakhapatnam-gardening-balcony-greenery,2026-08-19,Visakhapatnam,srv-pest-01,Organic Pest Control,2,2,0,0,4.84,1,1776
prov-visakhapatnam-closet-organiser,2026-08-19,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.83,0,0
prov-visakhapatnam-community-event-sound-electrical-setup,2026-08-19,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.87,0,419
prov-visakhapatnam-moving-heavy-lifting-assistance,2026-08-19,Visakhapatnam,srv-plumb-01,Plumbing Repair & Leakage Fix,4,4,0,0,4.7,2,1969
prov-delhi-plumbing-repair-leakage-fix,2026-08-19,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,3,0,0,4.51,1,11036
prov-kolkata-car-washing,2026-08-19,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,2,0,0,4.75,1,7528
prov-lucknow-organic-pest-control,2026-08-19,Visakhapatnam,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,2,0,0,4.48,1,6516
prov-ahmedabad-most-01,2026-08-20,Ahmedabad,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.81,0,0
prov-ahmedabad-home-chef-meal-preparation,2026-08-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.83,0,0
prov-bengaluru-society-common-area-sanitization,2026-08-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.73,0,0
prov-delhi-car-washing,2026-08-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.58,0,519
prov-lucknow-plumbing-repair-leakage-fix,2026-08-20,Ahmedabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.5,0,528
prov-ahmedabad-carpentry-furniture-assembly,2026-08-20,Ahmedabad,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.74,0,0
prov-ahmedabad-gardening-balcony-greenery,2026-08-20,Ahmedabad,srv-pest-01,Organic Pest Control,3,3,0,0,4.97,1,2529
prov-hyderabad-organic-pest-control,2026-08-20,Ahmedabad,srv-pest-01,Organic Pest Control,3,3,0,0,4.67,1,2456
prov-siliguri-organic-pest-control,2026-08-20,Ahmedabad,srv-pest-01,Organic Pest Control,3,3,0,0,4.45,1,2471
prov-ahmedabad-closet-organiser,2026-08-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.77,0,0
prov-ahmedabad-community-event-sound-electrical-setup,2026-08-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.83,0,0
prov-ahmedabad-moving-heavy-lifting-assistance,2026-08-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,5.0,0,414
prov-indore-wall-painting-waterproofing,2026-08-20,Ahmedabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.67,0,0
prov-ahmedabad-elder-assistance-companionship,2026-08-20,Ahmedabad,srv-soc-clean-01,Society Common Area Sanitization,1,1,0,0,4.52,0,2554
prov-bengaluru-most-01,2026-08-20,Bengaluru,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.84,0,0
prov-bengaluru-most-03,2026-08-20,Bengaluru,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.88,0,0
prov-rajesh-01,2026-08-20,Bengaluru,srv-clean-01,Full Home Deep Cleaning,3,3,0,0,5.0,1,4163
prov-bengaluru-home-chef-meal-preparation,2026-08-20,Bengaluru,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.77,0,0
prov-bengaluru-carpentry-furniture-assembly,2026-08-20,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.98,0,2117
prov-kolkata-society-common-area-sanitization,2026-08-20,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.68,0,0
prov-siliguri-car-washing,2026-08-20,Bengaluru,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.57,1,3831
prov-bengaluru-gardening-balcony-greenery,2026-08-20,Bengaluru,srv-pest-01,Organic Pest Control,0,0,0,0,4.84,0,0
prov-bengaluru-closet-organiser,2026-08-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.94,0,409
prov-bengaluru-community-event-sound-electrical-setup,2026-08-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.73,0,435
prov-bengaluru-moving-heavy-lifting-assistance,2026-08-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.89,3,0
prov-chennai-12,2026-08-20,Bengaluru,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.47,0,488
prov-visakhapatnam-plumbing-repair-leakage-fix,2026-08-20,Bhopal,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,4.61,0,495
prov-jaipur-society-common-area-sanitization,2026-08-20,Bhopal,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.55,0,0
prov-patna-car-washing,2026-08-20,Bhopal,srv-pest-01,Organic Pest Control,2,1,1,0,4.51,1,960
prov-lucknow-car-washing,2026-08-20,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.64,0,487
prov-siliguri-elder-assistance-companionship,2026-08-20,Bhopal,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-chennai-most-01,2026-08-20,Chennai,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.84,0,1221
prov-hyderabad-plumbing-repair-leakage-fix,2026-08-20,Chennai,srv-clean-01,Full Home Deep Cleaning,3,3,0,0,4.59,1,3564
prov-delhi-society-common-area-sanitization,2026-08-20,Chennai,srv-cook-01,Home Chef & Meal Preparation,2,2,0,0,4.73,4,1196
prov-visakhapatnam-organic-pest-control,2026-08-20,Chennai,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.51,0,0
prov-chennai-home-chef-meal-preparation,2026-08-20,Chennai,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.83,1,919
prov-kolkata-organic-pest-control,2026-08-20,Chennai,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.6,0,0
prov-priya-02,2026-08-20,Chennai,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.71,0,0
prov-hyderabad-society-common-area-sanitization,2026-08-20,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,1,1,0,0,4.73,0,772
prov-jaipur-organic-pest-control,2026-08-20,Chennai,srv-move-01,Moving & Heavy Lifting Assistance,0,0,0,0,4.75,0,0
prov-chennai-carpentry-furniture-assembly,2026-08-20,Chennai,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.77,0,1979
prov-chennai-gardening-balcony-greenery,2026-08-20,Chennai,srv-pest-01,Organic Pest Control,2,2,0,0,4.98,1,1871
prov-chennai-closet-organiser,2026-08-20,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.8,0,443
prov-chennai-community-event-sound-electrical-setup,2026-08-20,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,4,2,2,0,4.01,1,901
prov-chennai-moving-heavy-lifting-assistance,2026-08-20,Chennai,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.85,1,1342
prov-delhi-most-02,2026-08-20,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,3,3,0,0,4.55,1,1540
prov-gurgaon-elder-assistance-companionship,2026-08-20,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.45,0,0
prov-indore-most-01,2026-08-20,Coimbatore,srv-carp-01,Carpentry & Furniture Assembly,2,2,0,0,4.74,1,913
prov-siliguri-most-02,2026-08-20,Coimbatore,srv-clean-01,Full Home Deep Cleaning,3,3,0,0,4.87,1,3722
prov-bengaluru-most-02,2026-08-20,Coimbatore,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.65,1,986
prov-ahmedabad-organic-pest-control,2026-08-20,Coimbatore,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.6,1,4184
prov-ahmedabad-10,2026-08-20,Coimbatore,srv-pest-01,Organic Pest Control,1,1,0,0,4.46,0,925
prov-jaipur-20,2026-08-20,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.55,1,1480
prov-pune-society-common-area-sanitization,2026-08-20,Coimbatore,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.73,0,0
prov-gurgaon-car-washing,2026-08-20,Coimbatore,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.7,0,0
prov-mumbai-plumbing-repair-leakage-fix,2026-08-20,Coimbatore,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.6,0,1962
prov-amit-03,2026-08-20,Delhi NCR,srv-ac-01,AC Deep Foam Jet Servicing,1,1,0,0,5.0,0,707
prov-delhi-most-01,2026-08-20,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.96,1,2437
prov-delhi-most-03,2026-08-20,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.96,1,2827
prov-siliguri-plumbing-repair-leakage-fix,2026-08-20,Delhi NCR,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.67,0,0
prov-delhi-home-chef-meal-preparation,2026-08-20,Delhi NCR,srv-elder-01,Elder Assistance & Companionship,3,3,0,0,4.75,1,1488
prov-gurgaon-society-common-area-sanitization,2026-08-20,Delhi NCR,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.58,0,422
prov-patna-wall-painting-waterproofing,2026-08-20,Delhi NCR,srv-garden-01,Gardening & Balcony Greenery,2,2,0,0,4.71,1,1040
prov-delhi-carpentry-furniture-assembly,2026-08-20,Delhi NCR,srv-paint-01,Wall Painting & Waterproofing,2,2,0,0,4.92,1,3983
prov-delhi-gardening-balcony-greenery,2026-08-20,Delhi NCR,srv-pest-01,Organic Pest Control,0,0,0,0,5.0,0,0
prov-delhi-07,2026-08-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.89,1,872
prov-delhi-closet-organiser,2026-08-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,5.0,1,1223
prov-delhi-community-event-sound-electrical-setup,2026-08-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.8,0,0
prov-delhi-moving-heavy-lifting-assistance,2026-08-20,Delhi NCR,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.96,1,874
prov-indore-car-washing,2026-08-20,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,2,2,0,0,4.6,1,6327
prov-lucknow-elder-assistance-companionship,2026-08-20,Delhi NCR,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,0,0,0,0,4.69,0,0
prov-gurgaon-wall-painting-waterproofing,2026-08-20,Gurugram,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.46,0,0
prov-gurgaon-most-02,2026-08-20,Gurugram,srv-clean-01,Full Home Deep Cleaning,4,4,0,0,4.94,1,5596
prov-chennai-wall-painting-waterproofing,2026-08-20,Gurugram,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.63,0,456
prov-gurgaon-home-chef-meal-preparation,2026-08-20,Gurugram,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.82,0,0
prov-gurgaon-carpentry-furniture-assembly,2026-08-20,Gurugram,srv-paint-01,Wall Painting & Waterproofing,7,4,1,2,4.81,2,8063
prov-gurgaon-gardening-balcony-greenery,2026-08-20,Gurugram,srv-pest-01,Organic Pest Control,1,1,0,0,4.66,0,938
prov-gurgaon-closet-organiser,2026-08-20,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.86,0,0
prov-gurgaon-community-event-sound-electrical-setup,2026-08-20,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.92,1,963
prov-gurgaon-moving-heavy-lifting-assistance,2026-08-20,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.89,0,0
prov-patna-elder-assistance-companionship,2026-08-20,Gurugram,srv-plumb-01,Plumbing Repair & Leakage Fix,2,1,1,0,4.54,1,418
prov-siliguri-18,2026-08-20,Gurugram,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.6,0,0
prov-hyderabad-19,2026-08-20,Hyderabad,srv-carp-01,Carpentry & Furniture Assembly,0,0,0,0,4.9,2,0
prov-hyderabad-most-01,2026-08-20,Hyderabad,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.76,0,0
prov-hyderabad-home-chef-meal-preparation,2026-08-20,Hyderabad,srv-elder-01,Elder Assistance & Companionship,3,3,0,0,5.0,1,1420
prov-indore-society-common-area-sanitization,2026-08-20,Hyderabad,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.6,0,499
prov-pune-plumbing-repair-leakage-fix,2026-08-20,Hyderabad,srv-elder-01,Elder Assistance & Companionship,2,1,1,0,3.84,3,545
prov-visakhapatnam-wall-painting-waterproofing,2026-08-20,Hyderabad,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.6,0,0
prov-hyderabad-carpentry-furniture-assembly,2026-08-20,Hyderabad,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.76,0,0
prov-hyderabad-gardening-balcony-greenery,2026-08-20,Hyderabad,srv-pest-01,Organic Pest Control,1,1,0,0,5.0,0,954
prov-siliguri-gardening-balcony-greenery,2026-08-20,Hyderabad,srv-pest-01,Organic Pest Control,3,3,0,0,4.96,1,2622
prov-chennai-most-02,2026-08-20,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,4,4,0,0,4.54,2,1739
prov-hyderabad-closet-organiser,2026-08-20,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.74,0,0
prov-hyderabad-community-event-sound-electrical-setup,2026-08-20,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.84,0,405
prov-hyderabad-moving-heavy-lifting-assistance,2026-08-20,Hyderabad,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.97,1,1324
prov-ahmedabad-society-common-area-sanitization,2026-08-20,Hyderabad,srv-soc-clean-01,Society Common Area Sanitization,1,1,0,0,4.53,0,2584
prov-indore-elder-assistance-companionship,2026-08-20,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.62,0,0
prov-lucknow-wall-painting-waterproofing,2026-08-20,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.6,0,1897
prov-siliguri-wall-painting-waterproofing,2026-08-20,Hyderabad,srv-soc-event-01,Community Event Sound & Electrical Setup,0,0,0,0,4.62,0,0
prov-delhi-elder-assistance-companionship,2026-08-20,Indore,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,4.55,0,479
prov-indore-organic-pest-control,2026-08-20,Indore,srv-carp-01,Carpentry & Furniture Assembly,1,1,0,0,4.45,0,511
prov-indore-most-02,2026-08-20,Indore,srv-clean-01,Full Home Deep Cleaning,2,2,0,0,4.94,1,2569
prov-indore-home-chef-meal-preparation,2026-08-20,Indore,srv-elder-01,Elder Assistance & Companionship,2,2,0,0,4.95,1,1081
prov-indore-carpentry-furniture-assembly,2026-08-20,Indore,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,4.82,0,0
prov-kolkata-most-02,2026-08-20,Indore,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.72,0,1842
prov-kolkata-plumbing-repair-leakage-fix,2026-08-20,Indore,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.62,0,2087
prov-hyderabad-car-washing,2026-08-20,Indore,srv-pest-01,Organic Pest Control,1,1,0,0,3.83,0,954
prov-indore-gardening-balcony-greenery,2026-08-20,Indore,srv-pest-01,Organic Pest Control,2,2,0,0,4.93,1,1682
prov-ahmedabad-plumbing-repair-leakage-fix,2026-08-20,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.6,0,450
prov-indore-closet-organiser,2026-08-20,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.84,0,0
prov-indore-community-event-sound-electrical-setup,2026-08-20,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.96,0,0
prov-indore-moving-heavy-lifting-assistance,2026-08-20,Indore,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,5.0,1,1269
prov-jaipur-plumbing-repair-leakage-fix,2026-08-20,Indore,srv-soc-clean-01,Society Common Area Sanitization,0,0,0,0,4.46,3,0
prov-delhi-organic-pest-control,2026-08-20,Indore,srv-soc-event-01,Community Event Sound & Electrical Setup,1,1,0,0,4.54,0,1738
prov-bengaluru-organic-pest-control,2026-08-20,Jaipur,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.66,0,0
prov-jaipur-home-chef-meal-preparation,2026-08-20,Jaipur,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.69,0,0
prov-siliguri-home-chef-meal-preparation,2026-08-20,Jaipur,srv-elder-01,Elder Assistance & Companionship,1,1,0,0,4.91,0,539
prov-mumbai-organic-pest-control,2026-08-20,Jaipur,srv-garden-01,Gardening & Balcony Greenery,1,1,0,0,4.48,0,472
prov-jaipur-carpentry-furniture-assembly,2026-08-20,Jaipur,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,4.85,0,1887
prov-jaipur-gardening-balcony-greenery,2026-08-20,Jaipur,srv-pest-01,Organic Pest Control,4,4,0,0,4.75,1,3422
prov-jaipur-community-event-sound-electrical-setup,2026-08-20,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,1,1,0,0,4.74,0,464
prov-jaipur-most-02,2026-08-20,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.93,1,944
prov-jaipur-moving-heavy-lifting-assistance,2026-08-20,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,5,5,0,0,4.88,2,2418
prov-siliguri-community-event-sound-electrical-setup,2026-08-20,Jaipur,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.93,1,1297
prov-bengaluru-wall-painting-waterproofing,2026-08-20,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,2,2,0,0,4.5,1,1328
prov-chennai-plumbing-repair-leakage-fix,2026-08-20,Kochi,srv-ac-01,AC Deep Foam Jet Servicing,0,0,0,0,4.67,0,0
prov-gurgaon-08,2026-08-20,Kochi,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.58,0,1228
prov-mumbai-most-01,2026-08-20,Kochi,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.57,0,1206
prov-sunita-06,2026-08-20,Kochi,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.52,0,0
prov-jaipur-wall-painting-waterproofing,2026-08-20,Kochi,srv-cook-01,Home Chef & Meal Preparation,0,0,0,0,4.5,0,0
prov-pune-elder-assistance-companionship,2026-08-20,Kochi,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.58,0,405
prov-chennai-organic-pest-control,2026-08-20,Kochi,srv-garden-01,Gardening & Balcony Greenery,2,2,0,0,4.64,1,978
prov-kolkata-wall-painting-waterproofing,2026-08-20,Kochi,srv-soc-tank-01,Water Sump & Overhead Tank Cleaning,3,3,0,0,4.71,1,11002
prov-patna-organic-pest-control,2026-08-20,Kolkata,srv-ac-01,AC Deep Foam Jet Servicing,2,2,0,0,4.5,1,1488
prov-jaipur-car-washing,2026-08-20,Kolkata,srv-clean-01,Full Home Deep Cleaning,1,1,0,0,4.48,0,1246
prov-kolkata-most-01,2026-08-20,Kolkata,srv-clean-01,Full Home Deep Cleaning,6,3,1,2,4.86,2,3777
prov-kolkata-home-chef-meal-preparation,2026-08-20,Kolkata,srv-elder-01,Elder Assistance & Companionship,4,2,1,1,3.57,1,930
prov-ahmedabad-most-02,2026-08-20,Kolkata,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.64,0,0
prov-patna-plumbing-repair-leakage-fix,2026-08-20,Kolkata,srv-elec-01,Electrical Repair & Wiring,0,0,0,0,4.68,0,0
prov-visakhapatnam-elder-assistance-companionship,2026-08-20,Kolkata,srv-elec-01,Electrical Repair & Wiring,1,1,0,0,4.64,0,384
prov-jaipur-closet-organiser,2026-08-20,Kolkata,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.49,0,0
prov-kolkata-17,2026-08-20,Kolkata,srv-garden-01,Gardening & Balcony Greenery,2,2,0,0,4.92,1,1005
prov-lucknow-most-01,2026-08-20,Kolkata,srv-garden-01,Gardening & Balcony Greenery,0,0,0,0,4.69,0,0
prov-chennai-society-common-area-sanitization,2026-08-20,Kolkata,srv-move-01,Moving & Heavy Lifting Assistance,2,2,0,0,4.61,1,1736
prov-kolkata-carpentry-furniture-assembly,2026-08-20,Kolkata,srv-paint-01,Wall Painting & Waterproofing,0,0,0,0,5.0,0,0
prov-kolkata-gardening-balcony-greenery,2026-08-20,Kolkata,srv-pest-01,Organic Pest Control,2,2,0,0,4.9,1,1937
prov-kolkata-closet-organiser,2026-08-20,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,3,3,0,0,4.89,1,1244
prov-kolkata-community-event-sound-electrical-setup,2026-08-20,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,0,0,0,0,4.77,0,0
prov-kolkata-moving-heavy-lifting-assistance,2026-08-20,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.93,1,918
prov-siliguri-moving-heavy-lifting-assistance,2026-08-20,Kolkata,srv-plumb-01,Plumbing Repair & Leakage Fix,2,2,0,0,4.89,1,859
prov-lucknow-most-02,2026-08-20,Lucknow,srv-clean-01,Full Home Deep Cleaning,0,0,0,0,4.77,0,0
prov-lucknow-home-chef-meal-preparation,2026-08-20,Lucknow,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,5.0,0,0
prov-visakhapatnam-society-common-area-sanitization,2026-08-20,Lucknow,srv-elder-01,Elder Assistance & Companionship,0,0,0,0,4.7,0,0
prov-lucknow-carpentry-furniture-assembly,2026-08-20,Lucknow,srv-paint-01,Wall Painting & Waterproofing,1,1,0,0,5.0,0,2087
